Application_ID,D_O_B,SEX,H_Qual,TH_CENT_CH,SEC_TH_CEN,CATEGORY,Rollno,cent_allot,cent_add,examDate,batch,rep_time
9821333,6/13/2002,M,PD,KHAM,WGL,GEN,,,,,,
9821337,10/15/1999,F,XII,KHAM,WGL,OBC,,,,,,
9821340,3/21/1997,F,XII,KHAM,WGL,OBC,,,,,,
9821425,1/31/1998,M,XITI,GUN,VIJ,GEN,,,,,,
9821475,6/19/2000,M,XII,MAHB,URHYD,OBC,,,,,,
9821504,07-10-1992,M,XII,VIZI,VIZ,SC,,,,,,
9821507,5/23/2002,M,XII,MAHB,URHYD,OBC,,,,,,
9821521,07-02-1992,F,XII,VIZI,VIZ,SC,,,,,,
9821939,04-06-1989,M,GRAD,MAHB,RANG,ST,,,,,,
9821963,7/19/1981,M,GRAD,GUN,VIJ,GEN,,,,,,
9821998,3/13/1991,M,XII,GUN,VIJ,GEN,,,,,,
9822018,1/15/1994,M,XITI,GUN,VIJ,GEN,,,,,,
9822536,08-02-2001,M,XII,KHAM,WGL,GEN,,,,,,
9822541,12/19/1994,M,XII,KHAM,WGL,OBC,,,,,,
9822548,12-10-1999,M,GRAD,KHAM,WGL,GEN,,,,,,
9822553,4/30/2000,F,XII,KHAM,WGL,OBC,,,,,,
9822564,02-04-1997,M,GRAD,KHAM,WGL,ST,,,,,,
9822622,01-01-1983,M,GRAD,WGL,KARN,OBC,,,,,,
9822721,02-01-1987,F,GRAD,WGL,KARN,OBC,,,,,,
9822728,5/15/1989,M,GRAD,WGL,KARN,OBC,,,,,,
9822758,08-01-1991,F,X,WGL,KARN,OBC,,,,,,
9822769,01-01-1994,F,GRAD,WGL,KARN,OBC,,,,,,
9823073,4/20/1992,M,XII,MAHB,RANG,ST,,,,,,
9823076,06-10-1976,M,GRAD,MAHB,RANG,GEN,,,,,,
9823080,12-06-1988,M,XII,MAHB,RANG,GEN,,,,,,
9823084,05-10-1999,M,XII,MAHB,RANG,GEN,,,,,,
9823304,3/13/1995,M,XII,MAHB,URHYD,OBC,,,,,,
9823895,08-09-1976,M,X,MAHB,RANG,GEN,,,,,,
9823946,02-08-1990,F,GRAD,KHAM,WGL,OBC,,,,,,
9823976,7/17/1985,F,GRAD,KHAM,WGL,OBC,,,,,,
9823978,06-05-1982,M,GRAD,MAHB,RANG,GEN,,,,,,
9823980,08-04-1994,M,XII,MAHB,RANG,GEN,,,,,,
9824074,7/26/1994,M,X,MAHB,RANG,GEN,,,,,,
9824076,08-05-1990,M,GRAD,MAHB,RANG,GEN,,,,,,
9824077,5/16/1981,M,XII,MAHB,RANG,GEN,,,,,,
9824082,6/20/1988,M,GRAD,MAHB,RANG,GEN,,,,,,
9824089,7/13/1990,M,XII,MAHB,RANG,GEN,,,,,,
9824123,01-01-1979,F,X,GUN,VIJ,OBC,,,,,,
9824153,6/13/1999,F,X,GUN,VIJ,OBC,,,,,,
9824154,01-01-1980,F,X,GUN,VIJ,OBC,,,,,,
9824159,01-01-1995,F,X,GUN,VIJ,OBC,,,,,,
9824162,4/18/1994,M,X,GUN,VIJ,OBC,,,,,,
9824164,6/21/1995,M,X,GUN,VIJ,OBC,,,,,,
9824180,4/28/1998,M,X,GUN,VIJ,OBC,,,,,,
9824206,06-04-1997,M,X,GUN,VIJ,OBC,,,,,,
9824291,03-10-1996,M,X,WGL,KARN,OBC,,,,,,
9824312,10/14/1985,M,GRAD,WGL,KARN,OBC,,,,,,
9824323,03-05-1995,M,X,WGL,KARN,OBC,,,,,,
9824361,7/17/1991,M,X,WGL,KARN,OBC,,,,,,
9824408,3/14/1986,M,X,WGL,KARN,OBC,,,,,,
9824436,5/17/1995,M,X,WGL,KARN,OBC,,,,,,
9824680,01-01-1984,M,X,WGL,KARN,OBC,,,,,,
9824787,04-04-1996,M,X,WGL,KARN,OBC,,,,,,
9824829,06-02-2002,F,XII,MAHB,URHYD,OBC,,,,,,
9824840,06-05-1997,M,OTH,MAHB,URHYD,OBC,,,,,,
9824846,06-12-2003,M,PD,MAHB,URHYD,OBC,,,,,,
9824865,08-12-1998,F,X,WGL,KARN,SC,,,,,,
9824933,10/21/2000,F,OTH,MAHB,URHYD,OBC,,,,,,
9824938,04-12-1997,F,XII,NALG,URHYD,OBC,,,,,,
9824965,09-09-2004,M,UX,NALG,URHYD,OBC,,,,,,
9825409,4/18/2001,F,XII,PUD,PRT,OBC,,,,,,
9825412,5/14/1998,F,XII,MAHB,URHYD,OBC,,,,,,
9825431,06-11-1994,F,XII,PUD,PRT,OBC,,,,,,
9825484,9/26/1998,F,XII,PUD,PRT,OBC,,,,,,
9825561,01-01-1984,M,X,MAHB,URHYD,GEN,,,,,,
9825581,04-06-1998,F,X,MAHB,URHYD,OBC,,,,,,
9825589,05-03-1989,M,X,MAHB,URHYD,OBC,,,,,,
9825635,12-12-2003,F,X,MAHB,URHYD,OBC,,,,,,
9825687,06-12-1991,M,GRAD,MED,RANG,OBC,,,,,,
9826115,08-03-1995,M,X,KARN,URHYD,OBC,,,,,,
9826124,4/14/2004,M,X,KARN,URHYD,OBC,,,,,,
9826131,11/17/2004,M,X,KARN,URHYD,OBC,,,,,,
9826140,11/22/1999,M,XII,KARN,URHYD,OBC,,,,,,
9826142,7/14/1996,M,XII,VIZI,VIZ,OBC,,,,,,
9826143,01-01-1991,M,X,KARN,URHYD,OBC,,,,,,
9826144,01-01-1987,M,XII,VIZI,VIZ,OBC,,,,,,
9826151,07-12-1998,M,X,GUN,VIJ,OBC,,,,,,
9826152,6/15/1994,M,XII,VIZI,VIZ,OBC,,,,,,
9826154,12-08-1996,M,PD,VIZI,VIZ,OBC,,,,,,
9826155,01-01-1999,M,X,GUN,VIJ,OBC,,,,,,
9826158,6/21/1983,M,UX,VIZI,VIZ,OBC,,,,,,
9826161,01-01-1998,M,X,GUN,VIJ,OBC,,,,,,
9826163,05-05-1990,M,X,VIZI,VIZ,OBC,,,,,,
9826167,06-10-1984,M,UX,VIZI,VIZ,OBC,,,,,,
9826170,08-10-1995,M,XII,VIZI,VIZ,OBC,,,,,,
9826174,06-10-1997,M,GRAD,VIZI,VIZ,OBC,,,,,,
9826177,8/15/1991,M,PD,VIZI,VIZ,OBC,,,,,,
9826180,08-05-1993,M,XII,VIZI,VIZ,OBC,,,,,,
9826186,01-01-1999,F,X,GUN,VIJ,OBC,,,,,,
9826187,06-01-1997,M,X,GUN,VIJ,OBC,,,,,,
9826189,01-01-1994,M,X,GUN,VIJ,OBC,,,,,,
9826192,02-02-1995,M,X,GUN,VIJ,OBC,,,,,,
9826194,05-06-1998,M,XII,VIZI,VIZ,OBC,,,,,,
9826195,04-03-1986,M,X,GUN,VIJ,OBC,,,,,,
9826198,02-01-1989,M,X,GUN,VIJ,OBC,,,,,,
9826200,05-03-1999,M,X,GUN,VIJ,OBC,,,,,,
9826201,12-10-1993,M,XITI,VIZI,VIZ,OBC,,,,,,
9826202,02-02-1989,M,X,GUN,VIJ,OBC,,,,,,
9826203,06-10-1990,M,XITI,VIZI,VIZ,OBC,,,,,,
9826204,05-06-1998,F,X,GUN,VIJ,OBC,,,,,,
9826331,12-03-1995,M,GRAD,ADI,NIZA,OBC,,,,,,
9826470,8/15/1985,F,XII,KARN,WGL,OBC,,,,,,
9826475,03-08-1999,F,XII,PUD,PRT,OBC,,,,,,
9826508,5/14/1987,F,X,MED,RANG,OBC,,,,,,
9826568,6/21/1992,M,GRAD,MED,RANG,OBC,,,,,,
9826875,11-01-2006,M,UX,MAHB,URHYD,OBC,,,,,,
9826881,9/16/2000,M,GRAD,MAHB,URHYD,OBC,,,,,,
9826883,01-01-2003,M,X,MAHB,URHYD,OBC,,,,,,
9826888,2/22/2000,M,XII,KARN,URHYD,OBC,,,,,,
9826900,01-01-2000,M,XII,MAHB,URHYD,OBC,,,,,,
9826911,9/16/2000,M,GRAD,MAHB,URHYD,OBC,,,,,,
9826921,01-01-2003,M,GRAD,MAHB,URHYD,OBC,,,,,,
9827050,05-12-1992,M,X,MED,RANG,SC,,,,,,
9827070,07-10-1992,M,GRAD,ADI,NIZA,OBC,,,,,,
9827086,05-12-1987,M,UX,MED,RANG,OBC,,,,,,
9827567,12/29/1999,M,XII,KARN,URHYD,OBC,,,,,,
9827576,03-01-2000,M,XII,KARN,URHYD,OBC,,,,,,
9827597,6/16/1994,M,GRAD,KARN,URHYD,OBC,,,,,,
9827602,1/14/1997,M,X,KARN,WGL,SC,,,,,,
9827621,2/20/2000,M,X,KARN,WGL,SC,,,,,,
9827655,2/13/1998,F,X,KARN,URHYD,OBC,,,,,,
9827657,03-11-1998,M,XII,KARN,URHYD,OBC,,,,,,
9827662,07-08-2002,F,XII,KARN,URHYD,OBC,,,,,,
9827668,05-07-2003,F,XII,KARN,URHYD,OBC,,,,,,
9827675,12/29/1999,F,XII,KARN,URHYD,OBC,,,,,,
9827682,05-12-1998,M,GRAD,KARN,URHYD,OBC,,,,,,
9827699,04-11-2000,M,X,KARN,URHYD,OBC,,,,,,
9827705,3/31/2005,M,X,KARN,URHYD,OBC,,,,,,
9827710,10/26/2001,M,XII,KARN,URHYD,OBC,,,,,,
9827715,12/28/1993,M,GRAD,KARN,URHYD,OBC,,,,,,
9827722,7/27/1998,M,XII,KARN,URHYD,OBC,,,,,,
9827726,05-12-2001,M,GRAD,KARN,URHYD,OBC,,,,,,
9827852,7/26/1996,M,OTH,ADI,NIZA,SC,,,,,,
9827873,6/15/1993,M,GRAD,ADI,NIZA,SC,,,,,,
9827881,07-07-1998,M,XII,MAHB,URHYD,OBC,,,,,,
9828001,5/14/1994,M,XII,ADI,NIZA,GEN,,,,,,
9828710,07-02-1972,M,X,KARN,WGL,OBC,,,,,,
9828725,08-01-1977,F,X,KARN,WGL,OBC,,,,,,
9828783,02-08-2003,M,XII,KARN,WGL,OBC,,,,,,
9828794,2/26/1997,M,XII,KARN,URHYD,OBC,,,,,,
9828802,5/25/1996,M,XII,KARN,URHYD,OBC,,,,,,
9828812,07-12-1999,M,XII,KARN,URHYD,OBC,,,,,,
9828820,07-12-1999,M,X,KARN,URHYD,OBC,,,,,,
9828827,3/14/2000,M,XII,KARN,URHYD,OBC,,,,,,
9828832,05-09-2002,M,XII,KARN,URHYD,OBC,,,,,,
9828842,6/15/2001,M,X,KARN,URHYD,OBC,,,,,,
9828903,02-02-1999,M,X,GUN,VIJ,OBC,,,,,,
9828905,01-02-1995,M,X,GUN,VIJ,OBC,,,,,,
9828910,03-03-2000,F,X,GUN,VIJ,OBC,,,,,,
9828912,04-04-1989,M,X,GUN,VIJ,OBC,,,,,,
9828915,02-02-1988,M,X,GUN,VIJ,OBC,,,,,,
9829626,06-10-1981,M,GRAD,CTT,NEL,OBC,,,,,,
9829688,1/17/1998,F,X,SOA,PBL,GEN,,,,,,
9830210,1/26/2001,F,XII,PUD,PRT,OBC,,,,,,
9830526,5/27/2000,M,XII,GUN,VIJ,GEN,,,,,,
9830550,9/23/2001,F,X,GUN,VIJ,GEN,,,,,,
9830556,10-10-2003,F,X,GUN,VIJ,GEN,,,,,,
9830618,1/13/1999,M,XII,GUN,VIJ,GEN,,,,,,
9830633,11/27/2000,M,XII,GUN,VIJ,GEN,,,,,,
9830657,7/17/2000,M,XII,GUN,VIJ,GEN,,,,,,
9830726,05-02-1995,M,GRAD,SOA,PBL,GEN,,,,,,
9830736,01-01-1995,F,XII,SOA,PBL,GEN,,,,,,
9830749,08-09-1992,F,GRAD,SOA,PBL,GEN,,,,,,
9830759,6/15/2000,F,X,SOA,PBL,GEN,,,,,,
9830769,4/14/2001,F,XII,SOA,PBL,OBC,,,,,,
9830798,1/17/1998,F,XII,SOA,PBL,GEN,,,,,,
9830896,05-10-1998,F,GRAD,CTT,ANA,OBC,,,,,,
9830913,9/23/1998,F,GRAD,CTT,ANA,OBC,,,,,,
9830935,4/16/1997,M,XII,CTT,ANA,OBC,,,,,,
9830962,01-07-2000,M,XII,CTT,ANA,SC,,,,,,
9831021,5/21/1991,M,XII,KARN,WGL,SC,,,,,,
9831182,06-11-1992,M,GRAD,CTT,NEL,OBC,,,,,,
9831189,01-01-2003,F,X,CTT,NEL,ST,,,,,,
9831198,01-01-1992,M,X,CTT,NEL,ST,,,,,,
9831204,7/23/1994,M,X,CTT,NEL,ST,,,,,,
9831228,01-01-2004,M,X,CTT,NEL,ST,,,,,,
9831234,1/21/2001,M,X,CTT,NEL,SC,,,,,,
9831240,08-11-2001,M,X,CTT,NEL,ST,,,,,,
9831250,8/31/2003,M,X,CTT,NEL,SC,,,,,,
9831254,05-03-2001,M,XII,CTT,NEL,GEN,,,,,,
9831273,2/27/1998,F,GRAD,CTT,ANA,GEN,,,,,,
9831279,4/28/1998,F,GRAD,CTT,ANA,OBC,,,,,,
9831281,05-05-2002,M,XII,PUD,PRT,OBC,,,,,,
9831285,10/22/1996,F,GRAD,CTT,ANA,GEN,,,,,,
9831293,05-08-1997,F,GRAD,CTT,ANA,GEN,,,,,,
9831303,4/19/1989,F,GRAD,CTT,ANA,OBC,,,,,,
9831308,1/24/1996,M,XII,CTT,ANA,OBC,,,,,,
9831313,09-04-1997,F,GRAD,CTT,ANA,OBC,,,,,,
9831317,11-11-1995,F,GRAD,CTT,ANA,GEN,,,,,,
9831324,01-01-1997,F,GRAD,CTT,ANA,GEN,,,,,,
9831331,06-05-1999,F,GRAD,CTT,ANA,OBC,,,,,,
9831335,2/21/1998,F,GRAD,CTT,ANA,GEN,,,,,,
9831337,02-01-1998,M,X,CTT,NEL,GEN,,,,,,
9831339,11-03-1996,F,GRAD,CTT,ANA,SC,,,,,,
9831341,01-01-2000,M,XII,CTT,NEL,GEN,,,,,,
9831344,09-03-1999,M,X,GUN,VIJ,GEN,,,,,,
9831347,12-09-1996,F,GRAD,CTT,ANA,GEN,,,,,,
9831350,12-08-2000,M,XII,CTT,NEL,GEN,,,,,,
9831351,02-04-1998,F,GRAD,CTT,ANA,GEN,,,,,,
9831352,7/13/1999,M,X,GUN,VIJ,GEN,,,,,,
9831353,5/19/2000,M,XII,CTT,NEL,GEN,,,,,,
9831357,03-05-1998,F,GRAD,CTT,ANA,GEN,,,,,,
9831359,08-11-1999,M,X,CTT,NEL,GEN,,,,,,
9831363,01-01-2000,M,XII,GUN,VIJ,GEN,,,,,,
9831368,6/30/1997,F,GRAD,CTT,ANA,GEN,,,,,,
9831372,01-01-1976,F,X,GUN,VIJ,GEN,,,,,,
9831377,5/19/1997,F,GRAD,CTT,ANA,GEN,,,,,,
9831381,8/24/2004,F,X,GUN,VIJ,GEN,,,,,,
9831384,6/15/1996,F,GRAD,CTT,ANA,SC,,,,,,
9831388,07-02-1996,M,X,GUN,VIJ,GEN,,,,,,
9831390,08-11-1999,M,XII,CTT,NEL,GEN,,,,,,
9831392,07-01-1997,F,GRAD,CTT,ANA,GEN,,,,,,
9831394,04-09-1999,F,X,GUN,VIJ,GEN,,,,,,
9831400,10/26/2002,M,X,CTT,NEL,ST,,,,,,
9831401,12-12-1997,M,X,GUN,VIJ,GEN,,,,,,
9831403,6/24/1990,F,GRAD,CTT,ANA,GEN,,,,,,
9831404,2/22/2002,F,X,CTT,NEL,GEN,,,,,,
9831408,6/13/1997,F,X,GUN,VIJ,GEN,,,,,,
9831409,1/16/1999,F,GRAD,CTT,ANA,GEN,,,,,,
9831416,09-07-2003,F,X,GUN,VIJ,GEN,,,,,,
9831421,05-05-2003,M,X,GUN,VIJ,GEN,,,,,,
9831424,02-02-2000,F,GRAD,CTT,ANA,GEN,,,,,,
9831427,09-09-2004,F,X,GUN,VIJ,GEN,,,,,,
9831431,02-11-1999,F,GRAD,CTT,ANA,GEN,,,,,,
9831432,05-02-2002,M,X,GUN,VIJ,GEN,,,,,,
9831440,12/22/1997,F,GRAD,CTT,ANA,GEN,,,,,,
9831449,02-02-1977,F,X,GUN,VIJ,GEN,,,,,,
9831474,01-01-2000,F,X,GUN,VIJ,GEN,,,,,,
9831498,7/31/2001,F,XII,NALG,MAHB,GEN,,,,,,
9831521,01-01-2003,M,X,GUN,VIJ,GEN,,,,,,
9831535,04-02-2002,M,X,GUN,VIJ,GEN,,,,,,
9831684,6/20/1984,F,GRAD,MED,RANG,OBC,,,,,,
9831741,01-01-2000,M,XII,GUN,VIJ,GEN,,,,,,
9831852,06-03-1982,F,GRAD,ADI,URHYD,SC,,,,,,
9831853,10-04-1993,M,GRAD,ADI,URHYD,SC,,,,,,
9831856,05-04-1993,F,GRAD,ADI,URHYD,OBC,,,,,,
9831883,7/15/1979,M,GRAD,MED,RANG,OBC,,,,,,
9831890,4/30/1999,M,XII,NALG,MAHB,GEN,,,,,,
9831897,5/30/2002,M,XII,NALG,URHYD,GEN,,,,,,
9832140,2/25/1989,M,GRAD,ADI,URHYD,OBC,,,,,,
9832209,4/27/1990,M,GRAD,ADI,NIZA,OBC,,,,,,
9832224,6/15/1993,M,GRAD,ADI,NIZA,OBC,,,,,,
9832307,2/20/1995,F,X,NALG,MAHB,GEN,,,,,,
9832314,03-03-2000,F,XII,NALG,MAHB,GEN,,,,,,
9832336,04-03-1989,M,XII,NALG,MAHB,GEN,,,,,,
9832354,4/15/1984,F,X,NALG,MAHB,GEN,,,,,,
9832375,4/14/1995,F,X,NALG,MAHB,GEN,,,,,,
9832382,1/27/1994,M,XII,ADI,NIZA,OBC,,,,,,
9832383,2/18/1998,F,XII,NALG,MAHB,GEN,,,,,,
9832391,2/18/1992,M,GRAD,ADI,NIZA,OBC,,,,,,
9832393,03-07-1995,M,X,NALG,MAHB,GEN,,,,,,
9832413,06-06-2003,M,X,NALG,MAHB,SC,,,,,,
9832420,01-02-2001,M,X,NALG,MAHB,SC,,,,,,
9832429,01-01-2001,M,X,NALG,MAHB,SC,,,,,,
9832505,8/17/1995,M,GRAD,ADI,NIZA,OBC,,,,,,
9832523,7/13/1994,F,GRAD,ADI,NIZA,OBC,,,,,,
9832681,06-05-1987,F,OTH,NEL,CTT,GEN,,,,,,
9832710,1/21/1991,M,X,MAHB,URHYD,OBC,,,,,,
9832739,08-06-1996,F,OTH,NEL,CTT,OBC,,,,,,
9832746,4/18/1998,F,GRAD,NEL,CTT,OBC,,,,,,
9832752,5/23/2002,F,X,NEL,CTT,SC,,,,,,
9832756,10/25/2001,F,X,NEL,CTT,SC,,,,,,
9832760,09-06-2000,F,X,NEL,CTT,OBC,,,,,,
9832765,12-06-1999,F,XII,NEL,CTT,GEN,,,,,,
9832769,4/15/1993,F,XII,NEL,CTT,OBC,,,,,,
9832773,05-10-1998,F,XII,NEL,CTT,SC,,,,,,
9832777,06-12-1999,F,XII,NEL,CTT,OBC,,,,,,
9832778,08-05-1999,F,XII,NEL,CTT,SC,,,,,,
9833113,1/17/1989,M,GRAD,ADI,NIZA,GEN,,,,,,
9833615,7/13/1992,M,GRAD,ADI,NIZA,OBC,,,,,,
9833618,9/20/2005,M,UX,MED,RANG,OBC,,,,,,
9833619,5/18/1996,M,GRAD,ADI,NIZA,OBC,,,,,,
9833624,9/26/2003,M,X,MED,RANG,OBC,,,,,,
9833650,6/23/1998,M,GRAD,KARN,WGL,OBC,,,,,,
9833724,7/14/2000,F,X,MED,RANG,OBC,,,,,,
9834373,07-01-1989,M,X,KARN,WGL,OBC,,,,,,
9834532,9/25/2000,M,X,MED,RANG,OBC,,,,,,
9834787,3/18/1998,F,GRAD,MED,RANG,OBC,,,,,,
9834800,01-01-2002,M,X,MED,RANG,OBC,,,,,,
9834840,07-11-1995,M,X,MED,RANG,OBC,,,,,,
9835011,5/26/1992,M,GRAD,NEL,CTT,OBC,,,,,,
9835027,08-12-1996,M,GRAD,NEL,CTT,OBC,,,,,,
9835041,10/29/2000,M,XII,NEL,CTT,OBC,,,,,,
9835058,02-12-2001,M,XII,NEL,CTT,OBC,,,,,,
9835082,10-01-1996,F,X,MED,RANG,OBC,,,,,,
9835091,4/18/1994,F,X,MED,RANG,OBC,,,,,,
9835101,2/13/2003,M,X,MED,RANG,OBC,,,,,,
9835258,8/23/1995,M,X,MED,RANG,OBC,,,,,,
9835274,9/21/1992,M,X,MED,RANG,OBC,,,,,,
9835333,1/22/1999,M,XII,NEL,CTT,OBC,,,,,,
9835343,05-01-1999,M,XII,NEL,CTT,OBC,,,,,,
9835364,12/21/1998,M,PD,NEL,CTT,SC,,,,,,
9835377,04-09-2000,M,PD,NEL,CTT,SC,,,,,,
9835385,7/22/2000,F,XII,NEL,CTT,GEN,,,,,,
9835391,10/20/2001,M,XII,NALG,URHYD,OBC,,,,,,
9835394,12/26/1999,F,XII,NEL,CTT,GEN,,,,,,
9835404,4/17/2000,F,XII,NEL,CTT,GEN,,,,,,
9835424,9/14/1999,F,XII,NEL,CTT,GEN,,,,,,
9836216,12/15/1998,F,XII,NEL,CTT,GEN,,,,,,
9836258,12/30/1997,F,XII,TRI,PNI,GEN,,,,,,
9836276,1/24/1995,M,GRAD,TRI,PNI,GEN,,,,,,
9836287,11/30/1982,M,GRAD,TRI,PNI,GEN,,,,,,
9836295,5/28/1982,F,GRAD,TRI,PNI,GEN,,,,,,
9836301,7/25/1990,F,GRAD,TRI,PNI,GEN,,,,,,
9836302,12/20/1982,F,GRAD,TRI,PNI,GEN,,,,,,
9836305,2/19/2003,M,XII,TRI,PNI,GEN,,,,,,
9836312,08-01-1995,M,PD,TRI,PNI,SC,,,,,,
9836315,07-10-1998,F,PD,TRI,PNI,GEN,,,,,,
9836318,2/14/2004,M,XII,TRI,PNI,SC,,,,,,
9838372,7/23/2002,M,XII,NALG,URHYD,OBC,,,,,,
9838556,06-04-2002,M,X,NALG,URHYD,OBC,,,,,,
9838909,6/15/1996,F,GRAD,MAHB,URHYD,OBC,,,,,,
9838958,01-06-2002,M,XII,MAHB,URHYD,OBC,,,,,,
9839389,01-01-1995,M,XII,WGL,KARN,SC,,,,,,
9839504,01-01-1996,M,XII,WGL,KARN,SC,,,,,,
9839508,01-01-2011,M,XII,WGL,KARN,ST,,,,,,
9839516,3/21/1976,M,GRAD,WGL,KARN,ST,,,,,,
9839523,5/27/1991,F,GRAD,WGL,KARN,OBC,,,,,,
9839527,08-01-1996,M,PD,WGL,KARN,OBC,,,,,,
9839532,01-04-1994,M,GRAD,WGL,KARN,OBC,,,,,,
9839534,12-09-1996,M,GRAD,WGL,KARN,OBC,,,,,,
9839537,01-01-2000,F,XII,WGL,KARN,SC,,,,,,
9839538,07-06-2008,M,XII,WGL,KARN,OBC,,,,,,
9839544,01-01-1994,M,X,WGL,KARN,OBC,,,,,,
9839546,11-12-1997,F,XII,WGL,KARN,SC,,,,,,
9839548,5/18/1999,F,X,WGL,KARN,OBC,,,,,,
9840312,08-08-1992,M,GRAD,NALG,URHYD,OBC,,,,,,
9840317,6/17/2000,F,XII,NALG,URHYD,OBC,,,,,,
9840320,6/15/2004,F,X,NALG,URHYD,OBC,,,,,,
9840820,2/27/2000,M,XII,NEL,CTT,GEN,,,,,,
9842363,08-07-2002,M,X,NIZA,KARN,OBC,,,,,,
9844452,01-01-1978,F,X,WGL,KARN,OBC,,,,,,
9844453,01-01-1989,F,X,WGL,KARN,OBC,,,,,,
9844456,7/18/1999,F,X,WGL,KARN,OBC,,,,,,
9844461,01-01-1985,M,X,WGL,KARN,OBC,,,,,,
9844465,10/18/1969,F,X,WGL,KARN,OBC,,,,,,
9844526,01-03-2001,F,X,MAHB,URHYD,OBC,,,,,,
9846652,06-08-2000,F,XII,NIZA,KARN,OBC,,,,,,
9846661,03-06-2000,F,XII,NIZA,KARN,OBC,,,,,,
9846666,6/16/1999,M,XII,NIZA,KARN,OBC,,,,,,
9846672,7/19/2002,F,X,NIZA,KARN,OBC,,,,,,
9846677,6/26/1999,F,XII,NIZA,KARN,OBC,,,,,,
9846682,05-03-1991,M,GRAD,NIZA,KARN,OBC,,,,,,
9846689,8/27/2002,F,XII,NIZA,KARN,OBC,,,,,,
9846698,7/27/1995,F,GRAD,NIZA,KARN,OBC,,,,,,
9846701,5/25/2002,F,XII,NIZA,KARN,OBC,,,,,,
9846708,01-11-2002,F,X,NIZA,KARN,OBC,,,,,,
9846716,8/27/2002,F,XITI,NIZA,KARN,OBC,,,,,,
9846721,4/22/1991,M,XII,NIZA,KARN,OBC,,,,,,
9846734,06-04-2001,M,XII,NIZA,KARN,OBC,,,,,,
9846740,11/17/2001,M,X,NIZA,KARN,OBC,,,,,,
9853466,7/31/2003,F,X,NIZA,KARN,OBC,,,,,,
9856315,01-01-1995,M,X,ANA,KUN,GEN,,,,,,
9856915,12/24/1996,F,GRAD,NIZA,KARN,SC,,,,,,
9862210,06-06-1994,F,X,WGOD,EGOD,GEN,,,,,,
9862240,01-01-1995,F,X,WGOD,EGOD,GEN,,,,,,
9862251,4/27/1992,M,XII,WGOD,EGOD,GEN,,,,,,
9862266,10/13/1994,F,UX,WGOD,EGOD,GEN,,,,,,
9862285,01-01-1993,M,X,WGOD,EGOD,GEN,,,,,,
9862314,12/27/1992,F,XITI,WGOD,EGOD,GEN,,,,,,
9862327,04-10-2002,M,X,WGOD,EGOD,GEN,,,,,,
9901023,4/28/2005,M,UX,TRI,PNI,GEN,,,,,,
9901052,05-12-2001,F,GRAD,TRI,PNI,GEN,,,,,,
9901072,1/24/1995,M,GRAD,TRI,PNI,OBC,,,,,,
9901145,4/15/1994,M,XII,TRI,PNI,GEN,,,,,,
9901163,10/25/2004,M,UX,TRI,PNI,GEN,,,,,,
9901196,06-06-2002,M,GRAD,TRI,PNI,GEN,,,,,,
9902329,09-06-1998,F,GRAD,TRI,PNI,SC,,,,,,
9924983,1/20/1999,M,GRAD,KRK,PUD,OBC,,,,,,
9927532,7/18/2002,F,XII,KRK,PUD,OBC,,,,,,
9927537,06-02-1999,F,XII,KRK,PUD,OBC,,,,,,
9927542,05-11-2003,F,XII,KRK,PUD,OBC,,,,,,
9927544,6/23/2003,F,XII,KRK,PUD,OBC,,,,,,
9927726,3/28/2003,F,XII,KRK,PUD,OBC,,,,,,
9927739,02-05-1999,F,GRAD,KRK,PUD,OBC,,,,,,
9927746,9/15/1998,F,GRAD,KRK,PUD,SC,,,,,,
9927756,05-11-2001,F,XII,KRK,PUD,OBC,,,,,,
9927770,06-06-2003,F,XII,KRK,PUD,OBC,,,,,,
9927772,04-07-2003,F,XII,KRK,PUD,OBC,,,,,,
9927788,5/16/2000,F,XII,KRK,PUD,OBC,,,,,,
9927794,8/27/2002,F,XII,KRK,PUD,OBC,,,,,,
9927834,01-02-2000,F,XII,KRK,PUD,OBC,,,,,,
9927915,9/18/2002,M,XII,KRK,PUD,OBC,,,,,,
9929145,04-03-1994,F,PD,KRK,PUD,OBC,,,,,,
9929181,12/17/2002,F,XII,KRK,PUD,OBC,,,,,,
9929201,04-07-2003,F,XII,KRK,PUD,OBC,,,,,,
9929214,5/29/1982,M,XITI,KRK,PUD,OBC,,,,,,
9929250,6/20/1975,M,GRAD,KRK,PUD,OBC,,,,,,
9929271,10/14/1998,F,XII,KRK,PUD,OBC,,,,,,
9929282,07-07-2000,M,PD,KRK,PUD,OBC,,,,,,
9929301,7/22/1999,F,GRAD,KRK,PUD,OBC,,,,,,
9929323,7/20/1999,F,GRAD,KRK,PUD,OBC,,,,,,
9929332,09-02-1998,F,GRAD,KRK,PUD,OBC,,,,,,
9929357,5/20/1996,F,GRAD,KRK,PUD,OBC,,,,,,
9929372,08-02-1999,F,GRAD,KRK,PUD,OBC,,,,,,
9929382,3/16/2002,M,XII,KRK,PUD,OBC,,,,,,
9929406,4/26/2002,F,XII,KRK,PUD,OBC,,,,,,
9929419,05-04-2002,F,XII,KRK,PUD,OBC,,,,,,
9929798,12/20/2002,F,XII,KRK,PUD,OBC,,,,,,
9982329,3/28/2005,M,X,VIZ,VIZI,ST,,,,,,
9983699,7/19/1998,M,XII,VIZ,VIZI,ST,,,,,,
