Application_ID,D_O_B,SEX,H_Qual,TH_CENT_CH,SEC_TH_CEN,CATEGORY,Rollno,cent_allot,cent_add,examDate,batch,rep_time
9767427,5/16/2001,F,XII,PRA,GUN,OBC,,,,,,
9767429,05-10-1989,M,GRAD,PRA,GUN,GEN,,,,,,
9767432,12/28/1984,M,X,PRA,GUN,GEN,,,,,,
9767433,6/26/1997,F,GRAD,PRA,GUN,GEN,,,,,,
9767435,6/14/1981,M,X,PRA,GUN,OBC,,,,,,
9767436,01-01-1985,M,UX,PRA,GUN,OBC,,,,,,
9767438,06-11-1988,M,X,PRA,GUN,OBC,,,,,,
9767439,08-12-2000,F,XII,PRA,GUN,OBC,,,,,,
9767441,09-09-1980,M,XII,PRA,GUN,GEN,,,,,,
9767442,01-01-1979,M,X,PRA,GUN,OBC,,,,,,
9767445,06-12-2000,M,X,PRA,GUN,OBC,,,,,,
9767447,3/19/1984,F,X,PRA,GUN,GEN,,,,,,
9767449,5/17/2000,F,X,PRA,GUN,GEN,,,,,,
9767950,05-06-1992,M,X,WGL,KARN,OBC,,,,,,
9768036,03-04-1992,M,X,WGL,KARN,SC,,,,,,
9770521,7/31/2004,F,X,PRA,GUN,GEN,,,,,,
9770996,3/13/2002,M,XII,GUN,VIJ,OBC,,,,,,
9772028,03-07-1995,M,X,WGL,KARN,OBC,,,,,,
9772068,11/23/1998,M,X,WGL,KARN,OBC,,,,,,
9772292,8/19/1992,F,X,WGL,KARN,OBC,,,,,,
9772389,06-10-2001,F,XII,CTT,NEL,SC,,,,,,
9772406,08-08-2001,F,XII,CTT,NEL,SC,,,,,,
9772420,01-01-2001,F,XII,CTT,NEL,SC,,,,,,
9772433,01-01-2001,F,XII,CTT,NEL,SC,,,,,,
9772442,01-01-2001,F,XII,CTT,NEL,OBC,,,,,,
9772708,02-12-2001,F,XII,CTT,NEL,SC,,,,,,
9773779,06-10-1976,M,X,GUN,VIJ,SC,,,,,,
9774047,06-09-1993,F,XII,CTT,NEL,OBC,,,,,,
9774081,8/15/1994,M,XII,CTT,NEL,GEN,,,,,,
9774121,8/31/2001,F,XII,CTT,NEL,OBC,,,,,,
9774148,01-01-1998,F,XII,CTT,NEL,SC,,,,,,
9774207,2/17/2001,F,XII,CTT,NEL,SC,,,,,,
9774387,01-01-1999,F,XII,CTT,NEL,SC,,,,,,
9774418,01-01-2005,F,X,PRA,NEL,OBC,,,,,,
9774449,12/25/1988,F,UX,SIR,VIZ,SC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,1,08:30:00
9774466,12/26/2000,F,XII,CTT,NEL,SC,,,,,,
9774494,05-05-2000,M,XII,SIR,VIZ,SC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,1,08:30:00
9774500,06-10-2000,M,XII,CTT,NEL,SC,,,,,,
9774520,04-12-1999,M,X,ANA,KUN,GEN,,,,,,
9774537,8/20/2000,F,XII,CTT,NEL,SC,,,,,,
9774544,03-02-1998,F,XII,SIR,VIZ,SC,,,,,,
9774583,05-10-2000,M,X,SIR,VIZ,SC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,1,08:30:00
9774612,01-01-1992,F,UX,ANA,KUN,GEN,,,,,,
9774645,01-01-1970,M,X,ANA,KUN,GEN,,,,,,
9774691,01-01-1973,M,X,ANA,KUN,OBC,,,,,,
9774936,06-12-2000,M,XII,SIR,VIZ,SC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,1,08:30:00
9774986,04-12-2001,M,XII,SIR,VIZ,SC,,,,,,
9775016,05-10-1982,F,UX,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,1,08:30:00
9775032,01-01-2001,M,X,SIR,VIZ,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,1,08:30:00
9775071,07-02-1994,F,XII,SIR,VIZ,OBC,,,,,,
9775117,02-01-2002,F,UX,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,1,08:30:00
9775240,02-01-2000,F,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,1,08:30:00
9775412,10/19/2003,M,X,GUN,VIJ,OBC,,,,,,
9775499,10/28/2002,M,X,GUN,VIJ,OBC,,,,,,
9775586,7/29/2000,M,X,GUN,VIJ,OBC,,,,,,
9775623,12-01-2003,F,UX,KUN,PRA,OBC,,,,,,
9775631,01-01-1982,F,UX,GUN,VIJ,OBC,,,,,,
9775716,12/24/1993,M,X,GUN,VIJ,OBC,,,,,,
9775764,4/25/2005,F,UX,KUN,PRA,OBC,,,,,,
9775867,01-01-2005,F,UX,KUN,PRA,OBC,,,,,,
9775876,8/30/1999,M,X,GUN,VIJ,OBC,,,,,,
9775887,1/23/2005,F,UX,KUN,PRA,SC,,,,,,
9775938,01-01-2004,F,UX,KUN,PRA,SC,,,,,,
9775959,01-01-2001,F,UX,KUN,PRA,SC,,,,,,
9775980,07-05-2001,M,UX,KUN,PRA,SC,,,,,,
9776056,01-01-2004,F,UX,KUN,PRA,OBC,,,,,,
9776283,01-01-1955,M,UX,KRS,VIJ,GEN,,,,,,
9776304,11-04-2003,F,UX,KUN,PRA,OBC,,,,,,
9776326,01-01-1989,M,XII,KRS,VIJ,GEN,,,,,,
9776329,01-01-2005,F,UX,KUN,PRA,OBC,,,,,,
9776348,8/27/2002,M,UX,KUN,PRA,OBC,,,,,,
9776356,01-01-1998,M,XITI,KRS,VIJ,GEN,,,,,,
9776383,7/15/2006,F,UX,KUN,PRA,GEN,,,,,,
9776429,01-01-1981,M,UX,KRS,VIJ,OBC,,,,,,
9776437,6/13/2004,M,X,VIZI,VIZ,SC,,,,,,
9776459,2/22/2004,M,X,KRS,VIJ,OBC,,,,,,
9776484,01-01-1989,M,UX,KRS,VIJ,GEN,,,,,,
9776504,03-06-1998,M,GRAD,VIZI,VIZ,OBC,,,,,,
9776508,01-01-1985,M,UX,KRS,VIJ,GEN,,,,,,
9776541,06-12-1997,M,PD,VIZI,VIZ,OBC,,,,,,
9776549,3/14/2002,M,X,KRS,VIJ,GEN,,,,,,
9776577,5/13/2000,M,GRAD,VIZI,VIZ,OBC,,,,,,
9777012,03-01-2004,M,X,VIZ,VIZI,ST,,,,,,
9777016,07-10-1989,F,GRAD,VIZ,VIZI,ST,,,,,,
9777150,06-02-1992,M,GRAD,KRS,VIJ,SC,,,,,,
9777151,07-10-1980,M,GRAD,KRS,VIJ,GEN,,,,,,
9777160,12/23/1981,F,GRAD,KRS,VIJ,GEN,,,,,,
9777163,5/22/1983,F,GRAD,KRS,VIJ,GEN,,,,,,
9777169,08-11-1994,M,GRAD,KRS,VIJ,OBC,,,,,,
9777173,6/23/1987,M,GRAD,KRS,VIJ,GEN,,,,,,
9777177,6/26/1999,F,GRAD,KRS,VIJ,GEN,,,,,,
9777184,9/29/1996,F,GRAD,KRS,VIJ,GEN,,,,,,
9777200,5/27/2000,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,2,11:00:00
9777203,02-07-1981,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,2,11:00:00
9777206,01-01-1999,F,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,2,11:00:00
9777211,01-01-1999,F,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,2,11:00:00
9777216,01-01-1970,M,UX,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,2,11:00:00
9777226,07-11-1995,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",29-09-2020,2,11:00:00
9777255,8/14/2000,M,XII,KUN,ANA,SC,,,,,,
9777262,5/29/2000,M,XII,KUN,ANA,SC,,,,,,
9777265,10/18/1999,M,XII,KUN,ANA,SC,,,,,,
9777398,01-01-2005,M,X,PRA,ANA,SC,,,,,,
9777413,01-01-2005,M,X,ANA,PRA,OBC,,,,,,
9777419,5/27/2006,M,X,PRA,ANA,OBC,,,,,,
9777426,10/15/2004,M,X,PRA,ANA,GEN,,,,,,
9777430,3/21/2003,M,X,PRA,ANA,SC,,,,,,
9777452,03-09-2000,M,X,PRA,ANA,SC,,,,,,
9777458,07-02-2004,M,X,PRA,ANA,GEN,,,,,,
9777471,05-02-2002,M,X,PRA,ANA,SC,,,,,,
9777490,01-01-2005,M,X,PRA,ANA,GEN,,,,,,
9777658,06-09-1995,M,GRAD,KRS,VIJ,GEN,,,,,,
9777659,10/16/1997,M,GRAD,KRS,VIJ,GEN,,,,,,
9777660,6/20/2000,F,GRAD,KRS,VIJ,GEN,,,,,,
9777662,04-03-2002,M,X,KRS,VIJ,GEN,,,,,,
9777664,04-09-1979,M,X,KRS,VIJ,GEN,,,,,,
9777665,11/26/1999,M,GRAD,KRS,VIJ,GEN,,,,,,
9777667,3/16/1996,F,X,KRS,VIJ,SC,,,,,,
9777668,12/18/1994,M,GRAD,KRS,VIJ,OBC,,,,,,
9777669,11-03-1990,F,X,KRS,VIJ,SC,,,,,,
9777670,10-06-2000,F,XII,KRS,VIJ,GEN,,,,,,
9777672,1/25/1998,F,XII,KRS,VIJ,GEN,,,,,,
9777673,6/14/2000,F,XII,KRS,VIJ,GEN,,,,,,
9777674,6/17/1985,F,X,KRS,VIJ,GEN,,,,,,
9777675,09-05-2001,M,X,KRS,VIJ,GEN,,,,,,
9777677,10/27/1995,M,GRAD,KRS,VIJ,GEN,,,,,,
9777680,2/19/1996,M,GRAD,KRS,VIJ,GEN,,,,,,
9777682,2/19/1998,F,PD,KRS,VIJ,GEN,,,,,,
9777686,02-10-2001,M,X,KRS,VIJ,OBC,,,,,,
9777687,6/23/1999,M,X,KRS,VIJ,OBC,,,,,,
9777690,12-03-1995,F,GRAD,KRS,VIJ,GEN,,,,,,
9777694,3/18/1980,M,X,KRS,VIJ,GEN,,,,,,
9777696,11/24/1999,F,X,KRS,VIJ,GEN,,,,,,
9777699,08-11-1998,M,GRAD,KRS,VIJ,GEN,,,,,,
9778095,4/15/1993,M,X,KUN,PRA,OBC,,,,,,
9778109,08-09-1999,M,X,WGL,NALG,OBC,,,,,,
9778168,03-06-1992,F,GRAD,WGL,NALG,OBC,,,,,,
9778193,6/23/2001,F,X,WGL,NALG,OBC,,,,,,
9778227,4/30/1998,F,GRAD,WGL,NALG,OBC,,,,,,
9778230,9/18/2000,F,XII,WGL,NALG,SC,,,,,,
9778248,08-11-1998,M,GRAD,KRS,VIJ,OBC,,,,,,
9778249,9/30/1998,M,PD,KRS,VIJ,OBC,,,,,,
9778250,05-10-2000,M,X,KRS,VIJ,OBC,,,,,,
9778251,11-03-1998,M,X,KRS,VIJ,OBC,,,,,,
9778252,3/20/2000,M,XII,KRS,VIJ,OBC,,,,,,
9778253,04-10-2001,F,X,KRS,VIJ,GEN,,,,,,
9778254,04-12-2003,M,X,KRS,VIJ,OBC,,,,,,
9778256,12-01-1999,M,X,KRS,VIJ,OBC,,,,,,
9778257,8/27/2000,M,XII,KRS,VIJ,GEN,,,,,,
9778260,1/20/1998,M,XII,KRS,VIJ,GEN,,,,,,
9778262,8/15/1993,M,GRAD,KRS,VIJ,SC,,,,,,
9778264,05-01-2004,M,X,KRS,VIJ,OBC,,,,,,
9778266,11-10-1999,F,XII,KRS,VIJ,GEN,,,,,,
9778268,12-02-1996,F,GRAD,KRS,VIJ,SC,,,,,,
9778269,03-09-1995,F,GRAD,KRS,VIJ,GEN,,,,,,
9778270,3/25/1991,F,GRAD,KRS,VIJ,OBC,,,,,,
9778272,12-11-1994,M,PD,KRS,VIJ,SC,,,,,,
9778275,04-02-1995,M,XII,KRS,VIJ,SC,,,,,,
9778280,8/20/1992,M,X,KRS,VIJ,SC,,,,,,
9778283,8/22/1996,M,GRAD,KRS,VIJ,OBC,,,,,,
9778285,3/24/2000,M,XII,KRS,VIJ,GEN,,,,,,
9778287,6/28/1998,F,XII,KRS,VIJ,SC,,,,,,
9778292,3/25/1987,M,GRAD,KRS,VIJ,SC,,,,,,
9778546,06-12-1995,M,X,PRA,ANA,SC,,,,,,
9778560,06-08-2000,M,X,PRA,ANA,SC,,,,,,
9778565,01-01-1982,M,OTH,PRA,ANA,SC,,,,,,
9778575,5/14/2003,M,X,PRA,ANA,SC,,,,,,
9779206,08-05-1991,M,GRAD,MAHB,RANG,GEN,,,,,,
9779892,01-01-2003,M,X,PRA,ANA,SC,,,,,,
9779897,01-01-2004,F,OTH,PRA,ANA,GEN,,,,,,
9779903,01-01-2004,M,X,PRA,ANA,GEN,,,,,,
9779908,06-02-2005,M,OTH,PRA,ANA,GEN,,,,,,
9779912,01-01-2004,M,X,PRA,ANA,OBC,,,,,,
9779915,01-01-2007,M,OTH,PRA,ANA,OBC,,,,,,
9779921,03-03-2005,M,OTH,PRA,ANA,GEN,,,,,,
9779942,01-01-2004,F,OTH,PRA,ANA,GEN,,,,,,
9779949,01-10-2004,M,X,PRA,ANA,GEN,,,,,,
9779956,3/22/2005,F,X,PRA,ANA,GEN,,,,,,
9780096,7/16/1998,F,XII,WGL,NALG,SC,,,,,,
9780098,9/30/1997,F,XII,WGL,NALG,SC,,,,,,
9780100,7/26/1999,F,XII,WGL,NALG,SC,,,,,,
9780756,01-01-2003,M,X,PRA,ANA,GEN,,,,,,
9780759,01-01-2003,M,X,PRA,ANA,GEN,,,,,,
9780762,01-01-2004,M,X,PRA,ANA,SC,,,,,,
9780862,1/28/2004,M,X,PRA,ANA,ST,,,,,,
9780866,04-05-2004,M,X,PRA,ANA,OBC,,,,,,
9780872,01-01-2004,M,X,PRA,ANA,OBC,,,,,,
9780876,6/18/2001,M,X,PRA,ANA,OBC,,,,,,
9780879,09-01-2004,M,X,PRA,ANA,GEN,,,,,,
9780884,07-12-2003,M,X,PRA,ANA,GEN,,,,,,
9780971,08-12-1999,M,PD,KRS,VIJ,SC,,,,,,
9780972,8/20/2000,F,XII,KRS,VIJ,SC,,,,,,
9781822,07-01-1988,M,XII,KUN,ANA,OBC,,,,,,
9781823,10/21/1993,F,GRAD,KUN,ANA,OBC,,,,,,
9781825,08-08-1998,F,GRAD,KUN,ANA,GEN,,,,,,
9781831,7/14/1992,F,GRAD,KUN,ANA,OBC,,,,,,
9781832,9/16/1995,M,XITI,KUN,ANA,GEN,,,,,,
9781833,6/25/1999,M,XII,KUN,ANA,OBC,,,,,,
9781839,10/19/1989,F,GRAD,KUN,ANA,SC,,,,,,
9781842,06-07-1998,F,GRAD,KUN,ANA,SC,,,,,,
9781845,2/25/1988,M,GRAD,KUN,ANA,GEN,,,,,,
9781849,7/31/1989,F,XII,KUN,ANA,OBC,,,,,,
9781910,6/15/1989,F,XII,KUN,ANA,GEN,,,,,,
9781912,07-05-1990,F,GRAD,KUN,ANA,ST,,,,,,
9781914,6/18/1992,F,GRAD,KUN,ANA,OBC,,,,,,
9781916,5/16/1992,M,GRAD,KUN,ANA,SC,,,,,,
9781917,06-06-1991,M,XII,KUN,ANA,OBC,,,,,,
9781919,7/15/1987,F,GRAD,KUN,ANA,OBC,,,,,,
9781921,6/29/1993,F,GRAD,KUN,ANA,SC,,,,,,
9781923,1/29/1997,F,XII,KUN,ANA,OBC,,,,,,
9781925,1/21/1997,F,GRAD,KUN,ANA,OBC,,,,,,
9781927,02-03-1987,F,XII,KUN,ANA,OBC,,,,,,
9781930,04-03-1996,F,GRAD,KUN,ANA,GEN,,,,,,
9781931,05-01-1986,M,GRAD,KUN,ANA,OBC,,,,,,
9781933,6/13/1984,F,GRAD,KUN,ANA,OBC,,,,,,
9781934,7/20/1994,M,GRAD,KUN,ANA,OBC,,,,,,
9781935,06-10-1999,M,XII,KUN,ANA,SC,,,,,,
9781939,5/19/2000,M,X,KUN,ANA,OBC,,,,,,
9781940,7/14/1992,M,X,KUN,ANA,SC,,,,,,
9781942,04-06-2001,F,XII,KUN,ANA,SC,,,,,,
9781945,06-01-1989,F,GRAD,KUN,ANA,GEN,,,,,,
9781950,11-09-1992,F,PD,KUN,ANA,OBC,,,,,,
9782156,8/30/1998,M,XII,CTT,NEL,GEN,,,,,,
9782158,03-07-2001,M,XII,CTT,NEL,SC,,,,,,
9782160,07-09-1992,M,OTH,CTT,NEL,OBC,,,,,,
9782873,08-03-1991,M,X,WGOD,EGOD,GEN,,,,,,
9784352,01-01-1986,F,XII,EGOD,WGOD,GEN,,,,,,
9785011,5/23/2003,M,X,WGL,NALG,SC,,,,,,
9785019,5/24/2003,F,XII,WGL,NALG,OBC,,,,,,
9785974,6/25/2001,M,XII,KPM,VLR,GEN,,,,,,
9785979,03-10-2001,M,XII,KPM,VLR,GEN,,,,,,
9785987,11/21/2002,M,XII,KPM,VLR,GEN,,,,,,
9785991,1/22/2001,M,XII,KPM,VLR,GEN,,,,,,
9786019,07-03-1999,F,GRAD,KPM,VLR,GEN,,,,,,
9786024,05-09-2001,F,XII,KPM,VLR,GEN,,,,,,
9786030,6/17/2004,F,X,KPM,VLR,GEN,,,,,,
9786050,07-03-2003,M,XII,KPM,VLR,GEN,,,,,,
9786147,05-05-2001,M,XII,KPM,VLR,GEN,,,,,,
9786152,06-08-2000,M,XII,KPM,VLR,GEN,,,,,,
9786161,6/18/1990,F,X,KPM,VLR,GEN,,,,,,
9786171,01-01-1990,F,XII,KPM,VLR,GEN,,,,,,
9786175,06-06-1997,F,PD,KPM,VLR,GEN,,,,,,
9786185,6/29/2000,M,XII,KPM,VLR,GEN,,,,,,
9786194,7/17/2000,M,XII,KPM,VLR,GEN,,,,,,
9786201,11/25/2000,M,XII,KPM,VLR,GEN,,,,,,
9786209,10-10-1998,M,XII,KPM,VLR,GEN,,,,,,
9786213,07-01-2000,M,XII,KPM,VLR,GEN,,,,,,
9786217,5/23/2000,M,XII,KPM,VLR,GEN,,,,,,
9786221,06-08-1999,M,GRAD,KPM,VLR,GEN,,,,,,
9786680,01-01-1991,F,X,KUN,PRA,OBC,,,,,,
9786687,08-07-1985,F,X,KUN,PRA,OBC,,,,,,
9786695,01-01-1983,F,X,KUN,PRA,OBC,,,,,,
9786699,07-10-1992,F,X,KUN,PRA,OBC,,,,,,
9786702,01-01-1990,F,X,KUN,PRA,OBC,,,,,,
9786746,05-08-1990,F,X,KUN,PRA,OBC,,,,,,
9786749,03-05-2001,F,X,KUN,PRA,OBC,,,,,,
9786756,01-01-1986,F,X,KUN,PRA,OBC,,,,,,
9786762,01-01-1985,F,X,KUN,PRA,OBC,,,,,,
9786766,01-01-1988,F,X,KUN,PRA,OBC,,,,,,
9786788,2/19/1985,F,X,KUN,PRA,OBC,,,,,,
9786792,01-01-1995,F,X,KUN,PRA,OBC,,,,,,
9786800,01-01-1984,F,X,KUN,PRA,OBC,,,,,,
9786802,01-01-1983,F,X,KUN,PRA,OBC,,,,,,
9786811,06-03-1991,F,X,KUN,PRA,OBC,,,,,,
9786813,04-02-1984,F,X,KUN,PRA,OBC,,,,,,
9786998,6/20/2002,M,XII,KPM,VLR,GEN,,,,,,
9787001,05-10-1998,M,PD,KPM,VLR,GEN,,,,,,
9787009,05-03-1984,M,X,KPM,VLR,GEN,,,,,,
9787017,7/15/2000,M,PD,KPM,VLR,GEN,,,,,,
9787457,11-07-2000,F,X,TRI,PNI,GEN,,,,,,
9787521,01-01-1991,F,X,KUN,PRA,OBC,,,,,,
9787528,7/14/1995,F,X,KUN,PRA,OBC,,,,,,
9787534,01-01-1990,F,X,KUN,PRA,OBC,,,,,,
9787541,05-05-1992,F,X,KUN,PRA,OBC,,,,,,
9787547,05-04-1983,F,X,KUN,PRA,OBC,,,,,,
9787554,07-01-1991,F,X,KUN,PRA,OBC,,,,,,
9787560,06-05-1983,F,X,KUN,PRA,GEN,,,,,,
9787565,12-08-1990,F,X,KUN,PRA,OBC,,,,,,
9787817,01-01-1997,F,X,KUN,PRA,OBC,,,,,,
9787821,01-01-1990,F,X,KUN,PRA,OBC,,,,,,
9787825,01-01-1990,F,X,KUN,PRA,OBC,,,,,,
9787826,06-05-1983,F,X,KUN,PRA,OBC,,,,,,
9788236,01-01-1988,F,X,KUN,PRA,OBC,,,,,,
9788240,01-01-1982,F,X,KUN,PRA,OBC,,,,,,
9788252,07-06-1987,F,X,KUN,PRA,OBC,,,,,,
9788270,01-01-1991,F,X,KUN,PRA,OBC,,,,,,
9788314,04-04-1981,F,X,KPM,VLR,GEN,,,,,,
9788324,12/15/2003,M,XII,KPM,VLR,GEN,,,,,,
9788329,12/17/2001,M,XII,KPM,VLR,GEN,,,,,,
9788364,4/22/1996,F,X,KUN,PRA,OBC,,,,,,
9788372,10-06-1984,F,X,KUN,PRA,OBC,,,,,,
9788386,01-01-1997,F,X,KUN,PRA,OBC,,,,,,
9788399,5/24/2000,M,XII,KPM,VLR,GEN,,,,,,
9788619,12-11-2003,F,X,KPM,VLR,GEN,,,,,,
9788645,01-01-2003,M,X,KPM,VLR,GEN,,,,,,
9788662,12/18/2000,M,XII,KPM,VLR,GEN,,,,,,
9788689,10/16/1996,F,GRAD,KPM,VLR,GEN,,,,,,
9788702,05-11-1999,M,PD,KPM,VLR,GEN,,,,,,
9788714,06-11-2003,M,X,KPM,VLR,GEN,,,,,,
9788724,7/15/2004,M,X,KPM,VLR,GEN,,,,,,
9788732,4/16/1996,F,GRAD,KPM,VLR,GEN,,,,,,
9788738,05-12-1981,M,GRAD,KPM,VLR,GEN,,,,,,
9788756,09-09-1997,F,XII,KPM,VLR,GEN,,,,,,
9788770,07-12-1998,F,GRAD,KPM,VLR,GEN,,,,,,
9788811,01-01-1984,F,X,KUN,PRA,OBC,,,,,,
9788854,01-01-1994,F,X,KUN,PRA,OBC,,,,,,
9788861,01-01-1990,F,X,KUN,PRA,OBC,,,,,,
9788868,01-01-1996,F,X,KUN,PRA,OBC,,,,,,
9788873,08-04-1999,F,X,KUN,PRA,OBC,,,,,,
9788903,03-01-1994,F,X,KUN,PRA,OBC,,,,,,
9788915,01-01-2001,F,X,KUN,PRA,OBC,,,,,,
9788923,01-01-1981,F,X,KUN,PRA,OBC,,,,,,
9788924,11/24/1999,M,PD,KPM,VLR,GEN,,,,,,
9788931,04-03-1999,M,GRAD,KPM,VLR,GEN,,,,,,
9788938,5/26/1982,M,XII,KPM,VLR,GEN,,,,,,
9788954,11/23/1985,F,GRAD,KPM,VLR,GEN,,,,,,
9788965,2/17/1987,M,XII,KPM,VLR,GEN,,,,,,
9788970,05-06-1985,M,GRAD,KPM,VLR,GEN,,,,,,
9788990,8/13/2002,M,XII,KPM,VLR,GEN,,,,,,
9789003,11/28/1992,F,GRAD,KPM,VLR,GEN,,,,,,
9789012,12-04-1997,M,PD,KPM,VLR,GEN,,,,,,
9789026,02-09-2001,M,XII,KPM,VLR,GEN,,,,,,
9789042,05-03-2002,M,XII,KPM,VLR,GEN,,,,,,
9789047,5/25/1987,F,GRAD,KPM,VLR,GEN,,,,,,
9789050,06-09-1999,M,PD,KPM,VLR,GEN,,,,,,
9789057,5/15/1999,M,PD,KPM,VLR,GEN,,,,,,
9789061,5/20/1995,M,XII,KPM,VLR,GEN,,,,,,
9789066,10-05-1980,F,UX,KPM,VLR,GEN,,,,,,
9789073,06-10-2003,F,XII,KPM,VLR,GEN,,,,,,
9792938,6/29/2006,M,UX,KPM,VLR,OBC,,,,,,
9792979,12/30/2004,M,UX,KPM,VLR,OBC,,,,,,
9792990,7/31/2003,M,UX,KPM,VLR,OBC,,,,,,
9792996,07-02-2005,F,UX,KPM,VLR,OBC,,,,,,
9793010,09-08-2005,F,UX,KPM,VLR,OBC,,,,,,
9793020,12-08-2005,F,UX,KPM,VLR,OBC,,,,,,
9793043,06-08-2005,F,UX,KPM,VLR,OBC,,,,,,
9794349,06-01-1994,F,XII,VIZ,VIZI,ST,,,,,,
9794447,6/26/1986,F,GRAD,VIZ,VIZI,ST,,,,,,
9794491,6/15/1997,F,XII,VIZ,VIZI,ST,,,,,,
9794572,07-10-1995,F,GRAD,VIZ,VIZI,ST,,,,,,
9794611,4/28/1998,F,OTH,VIZ,VIZI,ST,,,,,,
9794652,05-04-1997,F,XII,VIZ,VIZI,ST,,,,,,
9794746,06-05-1980,M,GRAD,VIZ,VIZI,ST,,,,,,
9794775,4/20/1992,M,GRAD,VIZ,VIZI,ST,,,,,,
9794860,07-10-1991,F,GRAD,VIZ,VIZI,ST,,,,,,
9794875,07-01-1994,M,PD,VIZ,VIZI,ST,,,,,,
9794903,3/31/1993,F,GRAD,VIZ,VIZI,ST,,,,,,
9795917,06-05-1977,F,X,GUN,VIJ,SC,,,,,,
9795931,04-04-1978,M,X,GUN,VIJ,SC,,,,,,
9796247,01-01-2000,F,XII,CTT,NEL,SC,,,,,,
9796275,01-01-2001,F,XII,CTT,NEL,SC,,,,,,
9796305,2/21/1999,F,XII,CTT,NEL,SC,,,,,,
9796323,01-01-1998,F,XII,CTT,NEL,SC,,,,,,
9796341,03-01-2001,F,XII,CTT,NEL,SC,,,,,,
9796352,01-01-2000,F,XII,CTT,NEL,SC,,,,,,
9796368,01-01-2001,F,XII,CTT,NEL,SC,,,,,,
9796382,01-01-2001,F,XII,CTT,NEL,SC,,,,,,
9796407,01-01-2000,F,XII,CTT,NEL,SC,,,,,,
9796431,01-01-1999,F,XII,CTT,NEL,SC,,,,,,
9796473,01-01-2000,F,XII,CTT,NEL,SC,,,,,,
9797570,6/14/2000,F,X,CTT,NEL,SC,,,,,,
9797654,7/23/1994,F,XII,CTT,NEL,OBC,,,,,,
9797674,01-01-2000,F,XII,CTT,NEL,SC,,,,,,
9797698,12/15/2000,F,XII,CTT,NEL,SC,,,,,,
9797717,5/20/2000,F,XII,CTT,NEL,SC,,,,,,
9797743,07-01-1986,M,GRAD,VIZ,VIZI,ST,,,,,,
9797756,01-01-1999,F,XII,CTT,NEL,SC,,,,,,
9797777,5/15/1992,M,GRAD,VIZ,VIZI,ST,,,,,,
9797780,01-01-2000,F,XII,CTT,NEL,SC,,,,,,
9797789,06-11-1992,F,GRAD,VIZ,VIZI,ST,,,,,,
9797791,01-01-2001,M,XII,CTT,NEL,SC,,,,,,
9797815,07-01-1992,M,GRAD,VIZ,VIZI,ST,,,,,,
9797983,08-04-1998,F,XII,VIZ,VIZI,ST,,,,,,
9798008,7/20/1994,F,XII,VIZ,VIZI,ST,,,,,,
9798028,6/15/1989,M,GRAD,VIZ,VIZI,ST,,,,,,
9799754,08-03-2000,M,XII,KARN,NIZA,SC,,,,,,
9799859,07-05-1994,M,GRAD,VIZ,VIZI,ST,,,,,,
9799864,06-10-1978,M,GRAD,VIZ,VIZI,ST,,,,,,
9799866,07-03-1985,F,GRAD,VIZ,VIZI,ST,,,,,,
9799870,03-11-1980,M,X,VIZ,VIZI,ST,,,,,,
9799874,5/17/2005,M,UX,VIZ,VIZI,ST,,,,,,
9799981,11/24/2001,F,XII,CTT,NEL,OBC,,,,,,
9799983,04-12-2001,F,XII,CTT,NEL,OBC,,,,,,
9799988,01-01-1999,F,XII,CTT,NEL,SC,,,,,,
9799990,01-01-2001,F,X,CTT,NEL,SC,,,,,,
